timestamp, name, pci.bus_id, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2024/01/17 22:41:44.264, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:44.366, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:44.467, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:44.569, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:44.671, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:44.772, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:44.874, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:44.976, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:45.078, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:45.179, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:45.281, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:45.383, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:45.485, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:45.587, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:45.689, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:45.791, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:45.894, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:45.996, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:46.097, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:46.200, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:46.302, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:46.404, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 66, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:46.506, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 84 %, 26 %, 77213 MiB
2024/01/17 22:41:46.608, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 84 %, 26 %, 77213 MiB
2024/01/17 22:41:46.709, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:46.811, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:46.912, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:47.014, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:47.116, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:47.217, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:47.319, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:47.420, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:47.522, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:47.624, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:47.725, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:47.827, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:47.929, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:48.030, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:48.132, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:48.233, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:48.335, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:48.437, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:48.538, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:48.640, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:48.741, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:48.843, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:48.945, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:49.047, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:49.150, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:49.253, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:49.355, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:49.457, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:49.559, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:49.661, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:49.762, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:49.864, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:49.965, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:50.067, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:50.169, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 83 %, 23 %, 77213 MiB
2024/01/17 22:41:50.270, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 83 %, 23 %, 77213 MiB
2024/01/17 22:41:50.372, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:50.474, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:50.575, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:50.677, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:50.778, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:50.880, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:50.982, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 26 %, 77213 MiB
2024/01/17 22:41:51.084, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 26 %, 77213 MiB
2024/01/17 22:41:51.186, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:51.287, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:51.389, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:51.490, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:51.592, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:51.694, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:51.796, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:51.897, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:51.999, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:52.101, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:52.203, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:52.305, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:52.409, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:52.511, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:52.613, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:52.715, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:52.817, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:52.919, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:53.021, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:53.122, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:53.224, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:53.326, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 29 %, 77213 MiB
2024/01/17 22:41:53.427, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:53.529, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 31 %, 77213 MiB
2024/01/17 22:41:53.630, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:41:53.732, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:41:53.834, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:53.936, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:54.037, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:54.139, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:54.241, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 81 %, 24 %, 77213 MiB
2024/01/17 22:41:54.342, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 81 %, 24 %, 77213 MiB
2024/01/17 22:41:54.444, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:54.545, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:54.647, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:54.749, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:54.850, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:54.952, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:55.054, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:55.156, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:55.258, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:55.360, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:55.462, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:55.564, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:55.666, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:55.769, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:55.871, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:55.973, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:56.075, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:56.176, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:56.278, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:56.380, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:56.481, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:56.583, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:56.684, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:56.786, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:56.888, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 26 %, 77213 MiB
2024/01/17 22:41:56.989, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 26 %, 77213 MiB
2024/01/17 22:41:57.091, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:57.192, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:57.294, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:57.396, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:57.497, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:57.599, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:57.700, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:57.802, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:57.904, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:58.005, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:58.107, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:58.208, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:58.310, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:58.412, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 28 %, 77213 MiB
2024/01/17 22:41:58.513, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:58.615, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:58.716, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:58.818, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:58.919, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:59.021, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 27 %, 77213 MiB
2024/01/17 22:41:59.123, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 66, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:59.225, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 30 %, 77213 MiB
2024/01/17 22:41:59.327, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 80 %, 32 %, 77213 MiB
2024/01/17 22:41:59.428, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 80 %, 32 %, 77213 MiB
2024/01/17 22:41:59.530, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:41:59.632, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:41:59.733, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 41 %, 77213 MiB
2024/01/17 22:41:59.835, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:41:59.937, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:00.039, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:00.141, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:00.243, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:00.345, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:00.448, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:00.550, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:42:00.652, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:42:00.753, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:00.855, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:00.957, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:01.059, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:01.161, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:01.263, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:01.364, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:01.467, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:01.568, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:01.670, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:01.772, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:01.873, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:01.975, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:42:02.077, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:42:02.179, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:02.281, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:02.383, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:02.485, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:02.586, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:02.688, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:02.790, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:02.892, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:02.993, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:03.095, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 42 %, 77213 MiB
2024/01/17 22:42:03.197, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:03.299, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:03.401, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:42:03.503, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 41 %, 77213 MiB
2024/01/17 22:42:03.605, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 100 %, 40 %, 77213 MiB
2024/01/17 22:42:03.707, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 98 %, 37 %, 77213 MiB
2024/01/17 22:42:03.811, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 98 %, 37 %, 77213 MiB
2024/01/17 22:42:03.913, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 83 %, 26 %, 77213 MiB
2024/01/17 22:42:04.015, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 68, 83 %, 26 %, 77213 MiB
2024/01/17 22:42:04.117, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 67, 100 %, 26 %, 77213 MiB
